Gender,Category,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Feature_1,Feature_2,Feature_3,Material_2,Material_3,Material_4,Feature_4,Feature_5,Feature_6,Material_5,Feature_7
men,Pants,2019-02-17,43,Under Armour Men's Rival Fleece Jogger Pants,under_armour,42.99,https://www.dickssportinggoods.com/p/under-armour-mens-rival-fleece-jogger-pants-18uarmrvlflcjggrxapb/18uarmrvlflcjggrxapb,Cotton Blended,保暖禦寒,單向導溼快乾,刷毛布,Polyester Blended,,,,,,,
men,Pants,2019-02-17,44,adidas Men's Essentials 3-Stripes Jogger,adidas,14.97,https://www.dickssportinggoods.com/p/adidas-mens-essentials-3-stripes-jogger-17adimssntlstrckjatb/17adimssntlstrckjatb,100% Polyester,保暖禦寒,,,,,,,,,,
men,Pants,2019-02-17,45,Under Armour Men's Sportstyle Pique Pants,under_armour,45,https://www.dickssportinggoods.com/p/under-armour-mens-sportstyle-pique-pants-17uarmsprtstylpqtapb/17uarmsprtstylpqtapb,100% Polyester,單向導溼快乾,,,,,,,,,,
men,Pants,2019-02-24,1,"
Nike Men's Jersey Lightweight Joggers
",,34.99,https://www.dickssportinggoods.com/p/nike-mens-jersey-lightweight-joggers-16nikmnswjggrjrsyapb/16nikmnswjggrjrsyapb,Cotton Blended,,,,,,,,,,,
men,Pants,2019-02-24,2,"
Nike Men's Club Fleece Pants
",,45,https://www.dickssportinggoods.com/p/nike-mens-club-fleece-pants-16nikmnswpnthflccnfb/16nikmnswpnthflccnfb,Polyester Blended,刷毛布,保暖禦寒,,,,,,,,,
men,Pants,2019-02-24,3,Outdoor Gear Men's Peak Bib,outdoor_gear,34.99,https://www.dickssportinggoods.com/p/outdoor-gear-mens-peak-bib-16ogemmpkbbxxxxxxaoa/16ogemmpkbbxxxxxxaoa,Polyamide(Nylon) Blended,撥水,,,,,,,,,,
men,Pants,2019-02-24,4,"
adidas Men's Tiro 19 Training Pants
",,See Price In Cart,https://www.dickssportinggoods.com/p/adidas-mens-tiro-19-training-pants-18adimtr19pntxxxxasb/18adimtr19pntxxxxasb,100% Polyester,涼爽透氣,蒸發性涼感,結構性透氣,,,,,,,,
men,Leggings & Tights,2019-02-24,5,Nike Men's Pro Tights,nike,31.99,https://www.dickssportinggoods.com/p/nike-mens-pro-tights-17nikmnptghtxxxxxapb/17nikmnptghtxxxxxapb,Polyester Blended,舒適伸展,單向導溼快乾,舒適平滑縫合,Spandex <= 10%,all/any Spandex,四面彈,,提升運動效能設計,,,
men,Leggings & Tights,2019-02-24,6,"
Nike Men's Pro 3/4 Length Tights
",,25.97,https://www.dickssportinggoods.com/p/nike-mens-pro-3-4-length-tights-17nikmnp3qttghtxxapb/17nikmnp3qttghtxxapb,all/any Spandex,四面彈,提升運動效能設計,舒適伸展,Polyester Blended,Spandex <= 10%,舒適平滑縫合,,單向導溼快乾,,,
men,Pants,2019-02-24,7,Under Armour Men's Vital Warm-Up Pants,under_armour,34.99,https://www.dickssportinggoods.com/p/under-armour-mens-vital-warm-up-pants-16uarmvtlwrmppntxapb/16uarmvtlwrmppntxapb,100% Polyester,涼爽透氣,單向導溼快乾,結構性透氣,,,,,,,,
men,Pants,2019-02-24,8,adidas Men's Ultimate365 Golf Pants,adidas,59.99,https://www.dickssportinggoods.com/p/adidas-mens-ultimate365-golf-pants-16adimltmtpntblckapb/16adimltmtpntblckapb,Spandex 11~20%,涼爽透氣,單向導溼快乾,,all/any Spandex,Polyester Blended,,,,,,
men,Pants,2019-02-24,9,Under Armour Men's Armour Fleece Pants,under_armour,46.99,https://www.dickssportinggoods.com/p/under-armour-mens-armour-fleece-pants-18uarmfpntxxxxxxxapb/18uarmfpntxxxxxxxapb,100% Polyester,保暖禦寒,涼爽透氣,刷毛布,,,,,,,,
men,Pants,2019-02-24,10,adidas Men's Post Game Fleece Jogger Pants,adidas,37.99,https://www.dickssportinggoods.com/p/adidas-mens-post-game-fleece-jogger-pants-18adimpstgmflcjggafb/18adimpstgmflcjggafb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Pants,2019-02-24,11,adidas Men's Post Game Fleece Tapered Pants,adidas,42.99,https://www.dickssportinggoods.com/p/18adimpstgmflctprafb/18adimpstgmflctprafb,,結構性透氣,刷毛布,,,,,,,,,
men,Pants,2019-02-24,12,Nike Men's Dry Tapered Fleece Pants,nike,26.97,https://www.dickssportinggoods.com/p/nike-mens-dry-tapered-fleece-pants-17nikmmnkdrypnttpnfba/17nikmmnkdrypnttpnfba,100% Polyester,刷毛布,舒適伸展,,,,,,,,,
men,Pants,2019-02-24,13,adidas Men's Tiro 17 Sweat Pants,adidas,25.97,https://www.dickssportinggoods.com/p/adidas-mens-tiro-17-sweat-pants-17adimtr17pntfrncasb/17adimtr17pntfrncasb,,蒸發性涼感,單向導溼快乾,,,,,,,,,
men,Pants,2019-02-24,14,Nike Men's Therma Training Pants,nike,46.99,https://www.dickssportinggoods.com/p/nike-mens-therma-training-pants-18nikmmnkthrmpntxnfb/18nikmmnkthrmpntxnfb,100% Polyester,保暖禦寒,,,,,,,,,,
men,"Compression wear,Leggings & Tights",2019-02-24,15,Nike Men's Pro Therma Compression Tights,nike,35.00,https://www.dickssportinggoods.com/p/nike-mens-pro-therma-compression-tights-18nikmmnpthrmtghtapb/18nikmmnpthrmtghtapb,Spandex 11~20%,提升運動效能設計,涼爽透氣,肌肉支持,Polyester Blended,all/any Spandex,保暖禦寒,,單向導溼快乾,,,
men,Pants,2019-02-24,16,Reebok Men's Cotton Fleece Jogger Pants,reebok,11.97,https://www.dickssportinggoods.com/p/reebok-mens-cotton-fleece-jogger-pants-18rbkmcttnflcjggrapb/18rbkmcttnflcjggrapb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Pants,2019-02-24,17,Under Armour Men's Sportstyle Joggers,under_armour,59.99,https://www.dickssportinggoods.com/p/under-armour-mens-sportstyle-joggers-16uarmsprtstyljggapba/16uarmsprtstyljggapba,,保暖禦寒,單向導溼快乾,,,,,,,,,
men,Leggings & Tights,2019-02-24,18,"
Nike Men's Pro 3/4 Length Heather Tights
",,22.40,https://www.dickssportinggoods.com/p/nike-mens-pro-3-4-length-heather-tights-17nikmnp3qththrtgapb/17nikmnp3qththrtgapb,Polyamide(Nylon) Blended,舒適平滑縫合,提升運動效能設計,,all/any Spandex,Polyester Blended,,Spandex <= 10%,,,,
men,Pants,2019-02-24,19,Outdoor Gear Men's Polar Pants,outdoor_gear,59.99,https://www.dickssportinggoods.com/p/outdoor-gear-mens-polar-pants-18ogemmplrpntxxxxaoa/18ogemmplrpntxxxxaoa,100% Polyester,撥水,防水,涼爽透氣,,,,,,,,
men,Pants,2019-02-24,20,Under Armour Men's Rival Fleece Pants,under_armour,33.75,https://www.dickssportinggoods.com/p/under-armour-mens-rival-fleece-pants-18uarmrvlflcpntxxapb/18uarmrvlflcpntxxapb,Cotton Blended,單向導溼快乾,刷毛布,,Polyester Blended,,,,,,,
men,Pants,2019-02-24,21,Under Armour Men's Showdown Straight Golf Pants,under_armour,60.00,https://www.dickssportinggoods.com/p/under-armour-mens-showdown-straight-golf-pants-17uarmshwdwnstghtapb/17uarmshwdwnstghtapb,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,Polyester Blended,,Spandex <= 10%,,,,
men,Pants,2019-02-24,22,Under Armour Men's Threadborne Terry Fleece Joggers,under_armour,34.97,https://www.dickssportinggoods.com/p/under-armour-mens-threadborne-terry-fleece-joggers-18uarmthrdbrntrryapba/18uarmthrdbrntrryapba,Spandex 11~20%,結構性透氣,蒸發性涼感,涼爽透氣,all/any Spandex,Cotton Blended,刷毛布,Polyester Blended,,,,
men,Pants,2019-02-24,23,Reebok Men's Heather Cotton Fleece Jogger Pants,reebok,9.97,https://www.dickssportinggoods.com/p/reebok-mens-heather-cotton-fleece-jogger-pants-18rbkmhtrcttnflcjapb/18rbkmhtrcttnflcjapb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Pants,2019-02-24,24,Nike Men's Sportswear Club Fleece Joggers,nike,44.99,https://www.dickssportinggoods.com/p/nike-mens-sportswear-club-fleece-joggers-16nikmnswjggrflccnfb/16nikmnswjggrflccnfb,Cotton Blended,刷毛布,保暖禦寒,,Polyester Blended,,,,,,,
men,"Compression wear,Pants",2019-02-24,25,Reebok Men's Cold Weather Compression Pants,reebok,13.97,https://www.dickssportinggoods.com/p/reebok-mens-cold-weather-compression-pants-18rbkmcwctghtxxxxpcc/18rbkmcwctghtxxxxpcc,all/any Spandex,提升運動效能設計,,,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-02-24,26,Champion Men's Big C Fleece Joggers,champion,17.97,https://www.dickssportinggoods.com/p/champion-mens-big-c-fleece-joggers-18chamflcsttchdbgapb/18chamflcsttchdbgapb,100% Cotton,環保訴求,刷毛布,,Polyester Blended,,,,,,,
men,Pants,2019-02-24,27,Outdoor Gear Men's Crest Pants,outdoor_gear,34.99,https://www.dickssportinggoods.com/p/outdoor-gear-mens-crest-pants-16ogemmcrstpntxxxaoa/16ogemmcrstpntxxxaoa,Polyamide(Nylon) Blended,撥水,,,,,,,,,,
men,Leggings & Tights,2019-02-24,28,Under Armour Men's HeatGear ? Length Leggings 2.0,under_armour,13.97,https://www.dickssportinggoods.com/p/under-armour-mens-heatgear-3-4-length-leggings-2-0-18uarmhgrmr2034lgapb/18uarmhgrmr2034lgapb,all/any Spandex,蒸發性涼感,提升運動效能設計,涼爽透氣,Polyamide(Nylon) Blended,Polyester Blended,結構性透氣,Spandex <= 10%,四面彈,單向導溼快乾,抗菌功能,
men,Pants,2019-02-24,29,Nike Men's Sportswear Optic Jogger Pants,nike,52.50,https://www.dickssportinggoods.com/p/nike-mens-sportswear-optic-jogger-pants-18nikmmnswjggrptcnfb/18nikmmnswjggrptcnfb,Polyester Blended,,,,Cotton Blended,,,,,,,
men,Pants,2019-02-24,30,The North Face Men's Seymore Pants,the_north_face,99.00,https://www.dickssportinggoods.com/p/the-north-face-mens-seymore-pants-18tnommsymrpntxxxaoa/18tnommsymrpntxxxaoa,100% Polyamide(Nylon),透濕,防風機能,防水,,,,,,,,
men,Pants,2019-02-24,31,Reebok Men's Mesh Knit Pants,reebok,25,https://www.dickssportinggoods.com/p/reebok-mens-mesh-knit-pants-16rbkmmshtrnngpntapbx/16rbkmmshtrnngpntapbx,100% Polyester,結構性透氣,蒸發性涼感,單向導溼快乾,,,,,,,,
men,Pants,2019-02-24,32,"
Nike Men's Basketball Pants
",,24.97,https://www.dickssportinggoods.com/p/nike-mens-basketball-pants-17nikmmnkdrypntrvapb/17nikmmnkdrypntrvapb,100% Polyester,,,,,,,,,,,
men,"Compression wear,Leggings & Tights",2019-02-24,33,Under Armour Men's ColdGear Compression Leggings,under_armour,50,https://www.dickssportinggoods.com/p/under-armour-mens-coldgear-compression-leggings-18uarmcglggngxxxxapb/18uarmcglggngxxxxapb,Spandex 11~20%,提升運動效能設計,刷毛布,,Polyester Blended,all/any Spandex,,,,,,
men,Pants,2019-02-24,34,The North Face Men's Chakal Pants,the_north_face,199.00,https://www.dickssportinggoods.com/p/the-north-face-mens-chakal-pants-18tnommchklpntxxxaoa/18tnommchklpntxxxaoa,all/any Spandex,透濕,防水,防風機能,Spandex <= 10%,Polyester Blended,,,,,,
men,Pants,2019-02-24,35,Nike Men's Therma Tapered Pants,nike,38.92,https://www.dickssportinggoods.com/p/nike-mens-therma-tapered-pants-18nikmmnkthrmpnttnfb/18nikmmnkthrmpnttnfb,100% Polyester,保暖禦寒,,,,,,,,,,
men,Pants,2019-02-24,36,"
Nike Men's Dry Woven Team Training Pants
",,See Price In Cart,https://www.dickssportinggoods.com/p/nike-mens-dry-woven-team-training-pants-18nikmmnkdrypnttmapb/18nikmmnkdrypnttmapb,100% Polyester,單向導溼快乾,,,,,,,,,,
men,Pants,2019-02-24,37,Walter Hagen Men's Core Golf Pants,walter_hagen,80,https://www.dickssportinggoods.com/p/walter-hagen-mens-core-golf-pants-18whgmhgnpntxxxxxapb/18whgmhgnpntxxxxxapb,100% Polyester,涼爽透氣,抗紫外線,單向導溼快乾,,,,,,,,
men,Pants,2019-02-24,38,Nike Men's Dry Regular Fleece Pants,nike,46.99,https://www.dickssportinggoods.com/p/nike-mens-dry-regular-fleece-pants-17nikmmnkdrypntrgnfb/17nikmmnkdrypntrgnfb,100% Polyester,舒適伸展,刷毛布,,,,,,,,,
men,Leggings & Tights,2019-02-24,39,Under Armour Men's HeatGear Armour 2.0 Leggings,under_armour,34.99,https://www.dickssportinggoods.com/p/under-armour-mens-heatgear-armour-2-0-leggings-16uarmhgrmr20lggnapb/16uarmhgrmr20lggnapb,,提升運動效能設計,抗菌功能,涼爽透氣,,,結構性透氣,,四面彈,單向導溼快乾,,
men,Pants,2019-02-24,40,Reebok Men's Cotton Fleece Straight Leg Pants,reebok,11.97,https://www.dickssportinggoods.com/p/reebok-mens-cotton-fleece-straight-leg-pants-18rbkmcttnflcstrgapb/18rbkmcttnflcstrgapb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Pants,2019-02-24,41,Carhartt Men's Washed Duck Work Dungarees,carhartt,39.99,https://www.dickssportinggoods.com/p/carhartt-mens-washed-duck-work-dungarees-15cttmwshddckwrkdapb/15cttmwshddckwrkdapb,Cotton Blended,,,,100% Cotton,,,,,,,
men,Pants,2019-02-24,42,"
adidas Men's Metallic Tiro 19 Training Pants
",,50,https://www.dickssportinggoods.com/p/adidas-mens-metallic-tiro-19-training-pants-18adimtr19pntmtllasb/18adimtr19pntmtllasb,100% Polyester,,,,,,,,,,,
men,Pants,2019-02-24,43,Under Armour Men's Rival Fleece Jogger Pants,under_armour,42.99,https://www.dickssportinggoods.com/p/under-armour-mens-rival-fleece-jogger-pants-18uarmrvlflcjggrxapb/18uarmrvlflcjggrxapb,Cotton Blended,保暖禦寒,單向導溼快乾,刷毛布,Polyester Blended,,,,,,,
men,Pants,2019-02-24,44,Nike Men's Flat Front Flex Golf Pants,nike,60.00,https://www.dickssportinggoods.com/p/nike-mens-flat-front-flex-golf-pants-18nikmfltfrntpntsapb/18nikmfltfrntpntsapb,all/any Spandex,涼爽透氣,單向導溼快乾,結構性透氣,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-02-24,45,Columbia Men's Snow Gun Pants,columbia,69.99,https://www.dickssportinggoods.com/p/columbia-mens-snow-gun-pants-16cmbmmnssnwgnpntaoa/16cmbmmnssnwgnpntaoa,100% Polyamide(Nylon),撥水,,,,,,,,,,
men,Pants,2019-02-24,46,adidas Men's Essentials 3-Stripes Jogger,adidas,14.97,https://www.dickssportinggoods.com/p/adidas-mens-essentials-3-stripes-jogger-17adimssntlstrckjatb/17adimssntlstrckjatb,100% Polyester,保暖禦寒,,,,,,,,,,
men,Pants,2019-03-03,1,"
Nike Men's Jersey Lightweight Joggers
",,34.99,https://www.dickssportinggoods.com/p/nike-mens-jersey-lightweight-joggers-16nikmnswjggrjrsyapb/16nikmnswjggrjrsyapb,Cotton Blended,,,,,,,,,,,
men,Pants,2019-03-03,2,"
Nike Men's Club Fleece Pants
",,45,https://www.dickssportinggoods.com/p/nike-mens-club-fleece-pants-16nikmnswpnthflccnfb/16nikmnswpnthflccnfb,Polyester Blended,刷毛布,保暖禦寒,,,,,,,,,
men,Leggings & Tights,2019-03-03,3,Nike Men's Pro Tights,nike,31.99,https://www.dickssportinggoods.com/p/nike-mens-pro-tights-17nikmnptghtxxxxxapb/17nikmnptghtxxxxxapb,Polyester Blended,舒適伸展,單向導溼快乾,舒適平滑縫合,Spandex <= 10%,all/any Spandex,四面彈,,提升運動效能設計,,,
men,Pants,2019-03-03,4,Outdoor Gear Men's Peak Bib,outdoor_gear,34.99,https://www.dickssportinggoods.com/p/outdoor-gear-mens-peak-bib-16ogemmpkbbxxxxxxaoa/16ogemmpkbbxxxxxxaoa,Polyamide(Nylon) Blended,撥水,,,,,,,,,,
men,Pants,2019-03-03,5,"
adidas Men's Tiro 19 Training Pants
",,See Price In Cart,https://www.dickssportinggoods.com/p/adidas-mens-tiro-19-training-pants-18adimtr19pntxxxxasb/18adimtr19pntxxxxasb,100% Polyester,涼爽透氣,蒸發性涼感,結構性透氣,,,,,,,,
men,Leggings & Tights,2019-03-03,6,"
Nike Men's Pro 3/4 Length Tights
",,25.97,https://www.dickssportinggoods.com/p/nike-mens-pro-3-4-length-tights-17nikmnp3qttghtxxapb/17nikmnp3qttghtxxapb,all/any Spandex,四面彈,提升運動效能設計,舒適伸展,Polyester Blended,Spandex <= 10%,舒適平滑縫合,,單向導溼快乾,,,
men,Pants,2019-03-03,7,Under Armour Men's Vital Warm-Up Pants,under_armour,34.99,https://www.dickssportinggoods.com/p/under-armour-mens-vital-warm-up-pants-16uarmvtlwrmppntxapb/16uarmvtlwrmppntxapb,100% Polyester,涼爽透氣,單向導溼快乾,結構性透氣,,,,,,,,
men,Pants,2019-03-03,8,Under Armour Men's Armour Fleece Pants,under_armour,46.99,https://www.dickssportinggoods.com/p/under-armour-mens-armour-fleece-pants-18uarmfpntxxxxxxxapb/18uarmfpntxxxxxxxapb,100% Polyester,保暖禦寒,涼爽透氣,刷毛布,,,,,,,,
men,Pants,2019-03-03,9,Champion Men's Big C Fleece Joggers,champion,17.97,https://www.dickssportinggoods.com/p/champion-mens-big-c-fleece-joggers-18chamflcsttchdbgapb/18chamflcsttchdbgapb,100% Cotton,環保訴求,刷毛布,,Polyester Blended,,,,,,,
men,Pants,2019-03-03,10,adidas Men's Ultimate365 Golf Pants,adidas,59.99,https://www.dickssportinggoods.com/p/adidas-mens-ultimate365-golf-pants-16adimltmtpntblckapb/16adimltmtpntblckapb,Spandex 11~20%,涼爽透氣,單向導溼快乾,,all/any Spandex,Polyester Blended,,,,,,
men,Pants,2019-03-03,11,Nike Men's Dry Tapered Fleece Pants,nike,26.97,https://www.dickssportinggoods.com/p/nike-mens-dry-tapered-fleece-pants-17nikmmnkdrypnttpnfba/17nikmmnkdrypnttpnfba,100% Polyester,刷毛布,舒適伸展,,,,,,,,,
men,Pants,2019-03-03,12,adidas Men's Tiro 17 Sweat Pants,adidas,25.97,https://www.dickssportinggoods.com/p/adidas-mens-tiro-17-sweat-pants-17adimtr17pntfrncasb/17adimtr17pntfrncasb,,蒸發性涼感,單向導溼快乾,,,,,,,,,
men,Pants,2019-03-03,13,Nike Men's Therma Training Pants,nike,46.99,https://www.dickssportinggoods.com/p/nike-mens-therma-training-pants-18nikmmnkthrmpntxnfb/18nikmmnkthrmpntxnfb,100% Polyester,保暖禦寒,,,,,,,,,,
men,"Compression wear,Leggings & Tights",2019-03-03,14,Nike Men's Pro Therma Compression Tights,nike,35.00,https://www.dickssportinggoods.com/p/nike-mens-pro-therma-compression-tights-18nikmmnpthrmtghtapb/18nikmmnpthrmtghtapb,Spandex 11~20%,提升運動效能設計,涼爽透氣,肌肉支持,Polyester Blended,all/any Spandex,保暖禦寒,,單向導溼快乾,,,
men,Pants,2019-03-03,15,Reebok Men's Cotton Fleece Jogger Pants,reebok,11.97,https://www.dickssportinggoods.com/p/reebok-mens-cotton-fleece-jogger-pants-18rbkmcttnflcjggrapb/18rbkmcttnflcjggrapb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Pants,2019-03-03,16,Reebok Men's Heather Cotton Fleece Jogger Pants,reebok,9.97,https://www.dickssportinggoods.com/p/reebok-mens-heather-cotton-fleece-jogger-pants-18rbkmhtrcttnflcjapb/18rbkmhtrcttnflcjapb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Leggings & Tights,2019-03-03,17,"
Nike Men's Pro 3/4 Length Heather Tights
",,22.40,https://www.dickssportinggoods.com/p/nike-mens-pro-3-4-length-heather-tights-17nikmnp3qththrtgapb/17nikmnp3qththrtgapb,Polyamide(Nylon) Blended,舒適平滑縫合,提升運動效能設計,,all/any Spandex,Polyester Blended,,Spandex <= 10%,,,,
men,Pants,2019-03-03,18,Under Armour Men's Sportstyle Joggers,under_armour,59.99,https://www.dickssportinggoods.com/p/under-armour-mens-sportstyle-joggers-16uarmsprtstyljggapba/16uarmsprtstyljggapba,,保暖禦寒,單向導溼快乾,,,,,,,,,
men,Pants,2019-03-03,19,Under Armour Men's Rival Fleece Pants,under_armour,33.75,https://www.dickssportinggoods.com/p/under-armour-mens-rival-fleece-pants-18uarmrvlflcpntxxapb/18uarmrvlflcpntxxapb,Cotton Blended,單向導溼快乾,刷毛布,,Polyester Blended,,,,,,,
men,Pants,2019-03-03,20,Reebok Men's Mesh Knit Pants,reebok,25,https://www.dickssportinggoods.com/p/reebok-mens-mesh-knit-pants-16rbkmmshtrnngpntapbx/16rbkmmshtrnngpntapbx,100% Polyester,結構性透氣,蒸發性涼感,單向導溼快乾,,,,,,,,
men,Pants,2019-03-03,21,adidas Men's Post Game Fleece Tapered Pants,adidas,42.99,https://www.dickssportinggoods.com/p/18adimpstgmflctprafb/18adimpstgmflctprafb,,結構性透氣,刷毛布,,,,,,,,,
men,Pants,2019-03-03,22,Outdoor Gear Men's Polar Pants,outdoor_gear,59.99,https://www.dickssportinggoods.com/p/outdoor-gear-mens-polar-pants-18ogemmplrpntxxxxaoa/18ogemmplrpntxxxxaoa,100% Polyester,撥水,防水,涼爽透氣,,,,,,,,
men,Pants,2019-03-03,23,Walter Hagen Men's Core Golf Pants,walter_hagen,80,https://www.dickssportinggoods.com/p/walter-hagen-mens-core-golf-pants-18whgmhgnpntxxxxxapb/18whgmhgnpntxxxxxapb,100% Polyester,涼爽透氣,抗紫外線,單向導溼快乾,,,,,,,,
men,Pants,2019-03-03,24,Nike Men's Therma Tapered Pants,nike,38.92,https://www.dickssportinggoods.com/p/nike-mens-therma-tapered-pants-18nikmmnkthrmpnttnfb/18nikmmnkthrmpnttnfb,100% Polyester,保暖禦寒,,,,,,,,,,
men,Pants,2019-03-03,25,adidas Men's Post Game Fleece Jogger Pants,adidas,37.99,https://www.dickssportinggoods.com/p/adidas-mens-post-game-fleece-jogger-pants-18adimpstgmflcjggafb/18adimpstgmflcjggafb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Pants,2019-03-03,26,Under Armour Men's Threadborne Terry Fleece Joggers,under_armour,34.97,https://www.dickssportinggoods.com/p/under-armour-mens-threadborne-terry-fleece-joggers-18uarmthrdbrntrryapba/18uarmthrdbrntrryapba,Spandex 11~20%,結構性透氣,蒸發性涼感,涼爽透氣,all/any Spandex,Cotton Blended,刷毛布,Polyester Blended,,,,
men,Leggings & Tights,2019-03-03,27,Under Armour Men's HeatGear ? Length Leggings 2.0,under_armour,13.97,https://www.dickssportinggoods.com/p/under-armour-mens-heatgear-3-4-length-leggings-2-0-18uarmhgrmr2034lgapb/18uarmhgrmr2034lgapb,all/any Spandex,蒸發性涼感,提升運動效能設計,涼爽透氣,Polyamide(Nylon) Blended,Polyester Blended,結構性透氣,Spandex <= 10%,四面彈,單向導溼快乾,抗菌功能,
men,Pants,2019-03-03,28,Under Armour Men's Showdown Straight Golf Pants,under_armour,60.00,https://www.dickssportinggoods.com/p/under-armour-mens-showdown-straight-golf-pants-17uarmshwdwnstghtapb/17uarmshwdwnstghtapb,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,Polyester Blended,,Spandex <= 10%,,,,
men,Pants,2019-03-03,29,"
Nike Men's Dry Woven Team Training Pants
",,See Price In Cart,https://www.dickssportinggoods.com/p/nike-mens-dry-woven-team-training-pants-18nikmmnkdrypnttmapb/18nikmmnkdrypnttmapb,100% Polyester,單向導溼快乾,,,,,,,,,,
men,Pants,2019-03-03,30,Nike Men's Sportswear Optic Jogger Pants,nike,52.50,https://www.dickssportinggoods.com/p/nike-mens-sportswear-optic-jogger-pants-18nikmmnswjggrptcnfb/18nikmmnswjggrptcnfb,Polyester Blended,,,,Cotton Blended,,,,,,,
men,Pants,2019-03-03,31,The North Face Men's Seymore Pants,the_north_face,99.00,https://www.dickssportinggoods.com/p/the-north-face-mens-seymore-pants-18tnommsymrpntxxxaoa/18tnommsymrpntxxxaoa,100% Polyamide(Nylon),透濕,防風機能,防水,,,,,,,,
men,"Compression wear,Pants",2019-03-03,32,Reebok Men's Cold Weather Compression Pants,reebok,13.97,https://www.dickssportinggoods.com/p/reebok-mens-cold-weather-compression-pants-18rbkmcwctghtxxxxpcc/18rbkmcwctghtxxxxpcc,all/any Spandex,提升運動效能設計,,,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-03-03,33,The North Face Men's Chakal Pants,the_north_face,199.00,https://www.dickssportinggoods.com/p/the-north-face-mens-chakal-pants-18tnommchklpntxxxaoa/18tnommchklpntxxxaoa,all/any Spandex,透濕,防水,防風機能,Spandex <= 10%,Polyester Blended,,,,,,
men,"Compression wear,Leggings & Tights",2019-03-03,34,Under Armour Men's ColdGear Compression Leggings,under_armour,50,https://www.dickssportinggoods.com/p/under-armour-mens-coldgear-compression-leggings-18uarmcglggngxxxxapb/18uarmcglggngxxxxapb,Spandex 11~20%,提升運動效能設計,刷毛布,,Polyester Blended,all/any Spandex,,,,,,
men,Pants,2019-03-03,35,Reebok Men's Cotton Fleece Straight Leg Pants,reebok,11.97,https://www.dickssportinggoods.com/p/reebok-mens-cotton-fleece-straight-leg-pants-18rbkmcttnflcstrgapb/18rbkmcttnflcstrgapb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Pants,2019-03-03,36,Nike Men's Sportswear Club Fleece Joggers,nike,44.99,https://www.dickssportinggoods.com/p/nike-mens-sportswear-club-fleece-joggers-16nikmnswjggrflccnfb/16nikmnswjggrflccnfb,Cotton Blended,刷毛布,保暖禦寒,,Polyester Blended,,,,,,,
men,Pants,2019-03-03,37,Nike Men's Dry Regular Fleece Pants,nike,46.99,https://www.dickssportinggoods.com/p/nike-mens-dry-regular-fleece-pants-17nikmmnkdrypntrgnfb/17nikmmnkdrypntrgnfb,100% Polyester,舒適伸展,刷毛布,,,,,,,,,
men,Pants,2019-03-03,38,Reebok Men's Heather Cotton Fleece Straight Leg Pants,reebok,11.97,https://www.dickssportinggoods.com/p/reebok-mens-heather-cotton-fleece-straight-leg-pants-18rbkmhtrcttnflcsapb/18rbkmhtrcttnflcsapb,Cotton Blended,刷毛布,,,Polyester Blended,,,,,,,
men,Pants,2019-03-03,39,"
Nike Men's Basketball Pants
",,24.97,https://www.dickssportinggoods.com/p/nike-mens-basketball-pants-17nikmmnkdrypntrvapb/17nikmmnkdrypntrvapb,100% Polyester,,,,,,,,,,,
men,Pants,2019-03-03,40,Nike Men's Flat Front Flex Golf Pants,nike,60.00,https://www.dickssportinggoods.com/p/nike-mens-flat-front-flex-golf-pants-18nikmfltfrntpntsapb/18nikmfltfrntpntsapb,all/any Spandex,涼爽透氣,單向導溼快乾,結構性透氣,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-03-03,41,Nike Men's Dry Utility Core Fleece Training Pants,nike,46.97,https://www.dickssportinggoods.com/p/nike-mens-dry-utility-core-fleece-training-pants-18nikmmnkdrypntflnfb/18nikmmnkdrypntflnfb,100% Polyester,刷毛布,單向導溼快乾,,,,,,,,,
men,Pants,2019-03-10,1,"
Nike Men's Jersey Lightweight Joggers
",,34.99,https://www.dickssportinggoods.com/p/nike-mens-jersey-lightweight-joggers-16nikmnswjggrjrsyapb/16nikmnswjggrjrsyapb,Cotton Blended,,,,,,,,,,,
men,Pants,2019-03-10,2,"
Nike Men's Club Fleece Pants
",,45,https://www.dickssportinggoods.com/p/nike-mens-club-fleece-pants-16nikmnswpnthflccnfb/16nikmnswpnthflccnfb,Polyester Blended,刷毛布,保暖禦寒,,,,,,,,,
