,Gender,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Material_2,Material_3,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Material_4,Material_5,Feature_9,Feature_10,Feature_11
310,men,2019-01-27,11,Defender Thermal Compression Pants Men Under Jerseys Legging Shorts Tights,defender,19.99,https://www.amazon.com/Defender-Thermal-Compression-Jerseys-Legging/dp/B07F8SKT2N,all/any Spandex,Polyester Blended,,蒸發性涼感,提升運動效能設計,抗紫外線,單向導溼快乾,,,,,,,,,
311,men,2019-01-27,12,Lavento Men's Compression Pants Baselayer Cool Dry Running Ankle Leggings Active Tights,lavento,18.49,https://www.amazon.com/Lavento-Compression-Baselayer-Running-Leggings/dp/B07CJ3194K,all/any Spandex,Spandex 11~20%,Polyester Blended,異味控制,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
312,men,2019-01-27,13,TELALEO Men's Long Compression Shorts Cool Dry Sports Tights,telaleo,16.86,https://www.amazon.com/TELALEO-Compression-Shorts-Sports-Tights/dp/B07DHL91TQ,all/any Spandex,Spandex 11~20%,Polyester Blended,人體工學舒適設計,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
313,men,2019-01-27,14,COOLOMG Mens Compression Pants Baselayer Cool Dry Sports Pants Leg Tights Men Boys Youth 20+ Colors Patterns,coolomg,16.98,https://www.amazon.com/COOLOMG-Compression-Baselayer-Sports-Patterns/dp/B07C89S21M,all/any Spandex,Spandex 11~20%,Polyester Blended,抗紫外線,蒸發性涼感,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
314,men,2019-01-27,15,Xtextile Mens Camouflage Sports Compression Tight Leggings,xtextile,10.79,https://www.amazon.com/Xtextile-Camouflage-Sports-Compression-Leggings/dp/B07CKSMGRK,,,,一體成型,提升運動效能設計,,,,,,,,,,,
315,men,2019-01-27,16,Defender New Men's Compression Baselayer Capri,defender,11.49,https://www.amazon.com/Defender-Mens-Compression-Baselayer-Capri/dp/B07FBTS4MH,all/any Spandex,Polyester Blended,,抗紫外線,單向導溼快乾,提升運動效能設計,,,,,,,,,,
316,men,2019-01-27,17,Under Armour Mens ColdGear Reactor Legging,underarmour,116.61,https://www.amazon.com/Under-Armour-ColdGear-Reactor-Legging/dp/B01N7HHS5L,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,異味控制,四面彈,保暖禦寒,單向導溼快乾,刷毛布,,,,,,,
317,men,2019-01-27,18,adidas Training Alphaskin Sport Long Tights,adidas,38.09,https://www.amazon.com/adidas-Training-Alphaskin-Sport-Tights/dp/B077ZJGYX2,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,結構性透氣,溼度管理,單向導溼快乾,,,,,,,,
318,men,2019-01-27,19,ARSUXEO Men's 3/4 Running Compression Tights Capri Pants K75,arsuxeo,12.99,https://www.amazon.com/ARSUXEO-Running-Compression-Tights-Capri/dp/B073347WK8,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
319,men,2019-01-27,20,CW-X Men's Stabilyx High Performance Compression Sports Tights,cwx,90.81,https://www.amazon.com/CW-X-Stabilyx-Performance-Compression-Sports/dp/B004QM98LK,Spandex >= 21%,all/any Spandex,,蒸發性涼感,提升運動效能設計,四面彈,,,,,,,,,,
320,men,2019-01-27,21,Under Armour Men's ColdGear Armour Compression Leggings,underarmour,43.74,https://www.amazon.com/Under-Armour-ColdGear-Compression-Leggings/dp/B00U8TG6H4,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,結構性透氣,四面彈,保暖禦寒,單向導溼快乾,舒適平滑縫合,刷毛布,舒適伸展,,,,,
321,men,2019-01-27,22,Siboya Men's Compression 3/4 Capri Shorts 2 Pack Baselayer Cool Dry Tights Running Pants,siboya,18.99,https://www.amazon.com/Siboya-Compression-Shorts-Baselayer-Running/dp/B07HFXWZPT,all/any Spandex,Polyester Blended,,人體工學舒適設計,單向導溼快乾,提升運動效能設計,,,,,,,,,,
322,men,2019-01-27,23,Bucwild Sports 3/4 Basketball Compression Pants Tights for Youth Boys & Men by,bucwildsports,17.49,https://www.amazon.com/Bucwild-Sports-Basketball-Compression-Tights/dp/B07F1RHHRL,all/any Spandex,Polyester Blended,Spandex <= 10%,提升運動效能設計,人體工學舒適設計,抗紫外線,四面彈,單向導溼快乾,,,,,,,,
323,men,2019-01-27,24,TSLA Men's Mesh-Panel Compression Pants Baselayer Cool Dry Sports Tights Leggings MUP79,tesla,17.48,https://www.amazon.com/TSLA-Mesh-Panel-Compression-Baselayer-Leggings/dp/B07MNYH4KP,,,,提升運動效能設計,涼爽透氣,結構性透氣,抗紫外線,單向導溼快乾,,,,,,,,
324,men,2019-01-27,25,Minaso Men's Soft Mesh Cool Dry Compression Yoga Workout Tight Shorts,minaso,15.99,https://www.amazon.com/Minaso-Compression-Workout-Tight-Shorts/dp/B07HR8NVFQ,all/any Spandex,Polyamide(Nylon) Blended,,蒸發性涼感,提升運動效能設計,涼爽透氣,結構性透氣,單向導溼快乾,,,,,,,,
325,men,2019-01-27,26,Mizuno Elite 9 SL2 Kneepad,mizuno,26.99,https://www.amazon.com/Mizuno-Elite-9-SL2-Kneepad/dp/B018M4A1MM,all/any Spandex,Polyamide(Nylon) Blended,Rayon Blended,結構性透氣,單向導溼快乾,人體工學舒適設計,,,,,,Polyester Blended,,,,
326,men,2019-01-27,27,CW-X Women's Muscle Support Endurance Pro Full Length Compression Tight,cwx,88.5,https://www.amazon.com/CW-X-Womens-Support-Endurance-Compression/dp/B07FKKLRL2,Spandex 11~20%,all/any Spandex,,蒸發性涼感,提升運動效能設計,,,,,,,,,,,
327,men,2019-01-27,28,adidas Mens Alphaskin Sport 3/4 Tights,adidas,34.72,https://www.amazon.com/adidas-Mens-Alphaskin-Sport-Tights/dp/B07CVFFV7L,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,舒適平滑縫合,,,,,,,,,,,
328,men,2019-01-27,29,Elite Sports Workout Standard MMA BJJ Spats Base Layer Compression Pants Tights,elitesports,15.49,https://www.amazon.com/Elite-Sports-Workout-Standard-Compression/dp/B076VY5BRL,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,提升運動效能設計,抗紫外線,四面彈,保暖禦寒,單向導溼快乾,,,,,,,,
329,men,2019-01-27,30,"Nooz Men's Quick Dry Powerflex Compression Baselayer Pants, Legging Tights for Men by",nooz,13.49,https://www.amazon.com/Nooz-Powerflex-Compression-Baselayer-Legging/dp/B01N55V3P4,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,人體工學舒適設計,提升運動效能設計,,,,,,,,
330,men,2019-01-27,31,Malavita Men Compression Pants Sports Tights Leggings Base Layers Workout Running 2 Pack,malavita,17.94,https://www.amazon.com/Malavita-Compression-Leggings-Workout-Running/dp/B07GYMPDD2,Polyester Blended,Spandex 11~20%,all/any Spandex,提升運動效能設計,涼爽透氣,,,,,,,,,,,
331,men,2019-01-27,32,NIKE Men's Pro Hyperwarm Tight,nike,54.99,https://www.amazon.com/NIKE-Mens-Pro-Hyperwarm-Tight/dp/B07BGPMNP9,,,,結構性透氣,蒸發性涼感,涼爽透氣,單向導溼快乾,,,,,,,,,
332,men,2019-01-27,33,Champion Men's Powerflex 3/4 Tight,champion,20.52,https://www.amazon.com/Champion-P0292-Mens-Powerflex-Tight/dp/B01AK7K6VK,all/any Spandex,Spandex 11~20%,Polyester Blended,結構性透氣,蒸發性涼感,單向導溼快乾,舒適伸展,,,,,,,,,
333,men,2019-01-27,34,Under Armour Men's HeatGear Armour Printed Compression Leggings,underarmour,73,https://www.amazon.com/Under-Armour-HeatGear-Compression-Leggings/dp/B00U8TG4TE,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,抗紫外線,四面彈,單向導溼快乾,,,,,,,,
334,men,2019-01-27,35,"HURMES Men's Sports Compression Pants – Premium Cool Dry Tights Running Baselayer Leggings for Gym, Hiking, Basketball",hurmes,11.99,https://www.amazon.com/HURMES-Mens-Sports-Compression-Pants/dp/B07DNTM5SS,all/any Spandex,Spandex <= 10%,Silk,抗紫外線,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,反光功能,提升運動效能設計,抗菌功能,Polyester Blended,,,,
335,men,2019-01-27,36,Under Armour Men's ColdGear Reactor Run Sp Tights V2,underarmour,90,https://www.amazon.com/Under-Armour-ColdGear-Reactor-Tights/dp/B0785FQSGK,Spandex 11~20%,Polyester Blended,all/any Spandex,單向導溼快乾,刷毛布,,,,,,,,,,,
336,men,2019-01-27,37,Roadbox Mens Compression Pants Workout Dry Cool Sports Leggings Tights Baselayer for Running,roadbox,13.99,https://www.amazon.com/Roadbox-Compression-Workout-Leggings-Baselayer/dp/B07L316M7P,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,蒸發性涼感,涼爽透氣,人體工學舒適設計,抗紫外線,單向導溼快乾,抗菌功能,,,,,,
337,men,2019-01-27,38,EU Men's Compression Tight Pants Base Layer Running Leggings,eu,19.98,https://www.amazon.com/EU-Compression-Tight-Running-Leggings/dp/B071HX1TSH,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,提升運動效能設計,涼爽透氣,單向導溼快乾,,,,,,,,,
338,men,2019-01-27,39,1Bests Men's and Youth Boy Gym Workout Leggings Running Fast Drying Elastic Compression Tight Pants,1bests,10.99,https://www.amazon.com/1Bests-Workout-Leggings-Running-Compression/dp/B07ML343S1,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,提升運動效能設計,單向導溼快乾,,,,,,,,,,
339,men,2019-01-27,40,Under Armour Men's ColdGear Infrared Fitted Leggings,underarmour,74.08,https://www.amazon.com/Under-Armour-ColdGear-Infrared-Leggings/dp/B01B3HHB5U,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,結構性透氣,反射保溫機制,單向導溼快乾,刷毛布,,,,,,,
340,men,2019-01-27,41,NATURET Compression Pants Baselayer Running Tights Mens Sports Cool Dry Leggings,naturetreasures,12.88,https://www.amazon.com/NATURET-Compression-Baselayer-Running-Leggings/dp/B074YXSYZG,all/any Spandex,Spandex 11~20%,Polyester Blended,提升運動效能設計,,,,,,,,,,,,
341,men,2019-01-27,42,NIKE Men's Training Utility 3/4 Tights,nike,44.97,https://www.amazon.com/NIKE-Mens-Training-Utility-Tights/dp/B07FSSN4X6,,,,一體成型,單向導溼快乾,涼爽透氣,舒適平滑縫合,提升運動效能設計,,,,,,,,
342,men,2019-01-27,43,ASICS Men's Essentials Tight Bottom,asics,62.55,https://www.amazon.com/ASICS-Mens-Essentials-Tight-Bottom/dp/B00NVQH32I,all/any Spandex,Spandex <= 10%,Polyester Blended,溼度管理,,,,,,,,,,,,
343,men,2019-01-27,44,Under Armour Men's HeatGear Armour ? Compression Leggings,underarmour,31.41,https://www.amazon.com/Under-Armour-HeatGear-Compression-Leggings/dp/B00U8TG6F6,Spandex 11~20%,all/any Spandex,Polyester Blended,抗紫外線,四面彈,舒適伸展,異味控制,單向導溼快乾,提升運動效能設計,,,,,,,
344,men,2019-01-27,45,SEVENWELL Men's Compression Pants Cool Dry Gym Workout Sport Tights Running Baselayer Leggings,sevenwell,19.99,https://www.amazon.com/SEVENWELL-Compression-Workout-Baselayer-Leggings/dp/B07BFZ13RD,,,,蒸發性涼感,提升運動效能設計,一體成型,涼爽透氣,單向導溼快乾,,,,,,,,
345,men,2019-01-27,46,EU Men's Compression 3/4 Tights Base Layer Running Sports Capri Pants,eu,13.43,https://www.amazon.com/EU-Compression-Tights-Running-Sports/dp/B01LZDVFX0,Polyester Blended,Spandex 11~20%,all/any Spandex,涼爽透氣,四面彈,提升運動效能設計,,,,,,,,,,
346,men,2019-01-27,47,Under Armour Men's CoolSwitch Run Tights,underarmour,73.25,https://www.amazon.com/Under-Armour-Mens-CoolSwitch-Tights/dp/B01FXFYKZW,Spandex >= 21%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,接觸涼感(非金屬類),反光功能,四面彈,單向導溼快乾,,,,,,,
347,men,2019-01-27,48,ARSUXEO Men's Compression Tights Running Pants Baselayer Legging K3,arsuxeo,12.99,https://www.amazon.com/ARSUXEO-Compression-Running-Baselayer-Legging/dp/B07B9SV3RS,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
348,men,2019-01-27,49,Champion Men's Powerflex Tight,champion,20.46,https://www.amazon.com/Champion-P0880-Mens-Powerflex-Tight/dp/B01H62DJK2,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,結構性透氣,溼度管理,單向導溼快乾,舒適伸展,,,,,,,
349,men,2019-01-27,50,Nike Men's Power Running Tights,nike,86.25,https://www.amazon.com/Nike-Mens-Power-Running-Tights/dp/B075FTD35J,,,,提升運動效能設計,結構性透氣,單向導溼快乾,防水,,,,,,,,,
350,men,2019-01-27,51,CW-X Women's Muscle Support Endurance Pro 3/4 Cropped Compression Tight,cwx,75,https://www.amazon.com/CW-X-Support-Endurance-Cropped-Compression/dp/B07FK7VF5W,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,蒸發性涼感,涼爽透氣,反光功能,人體工學舒適設計,抗紫外線,四面彈,,Polyester Blended,,,,
351,men,2019-01-27,52,CEP Men’s Crew Cut Performance Running Socks Ultralight Short Socks,cep,18.09,https://www.amazon.com/CEP-Performance-Running-Socks-Ultralight/dp/B00KHTXLIC,,,,溼度管理,提升運動效能設計,,,,,,,,,,,
352,men,2019-01-27,53,Under Armour Men's CoolSwitch Compression Leggings,underarmour,67.97,https://www.amazon.com/Under-Armour-CoolSwitch-Compression-Leggings/dp/B019ZINCUC,all/any Spandex,Polyester Blended,Spandex <= 10%,提升運動效能設計,異味控制,接觸涼感(非金屬類),結構性透氣,四面彈,單向導溼快乾,舒適平滑縫合,舒適伸展,,,,,
353,men,2019-01-27,54,2XU Men's Hyoptik Compression Tights,2xu,64.97,https://www.amazon.com/2XU-Mens-Hyoptik-Compression-Tights/dp/B01B8R1C96,all/any Spandex,,,反光功能,提升運動效能設計,抗紫外線,單向導溼快乾,,,,,,,,,
354,men,2019-01-27,55,Minaso Yoga Tights Men Quick Dry Compression Workout Shorts,minaso,15.99,https://www.amazon.com/Minaso-Tights-Compression-Workout-Shorts/dp/B07JFDR33W,all/any Spandex,Silk,Polyamide(Nylon) Blended,蒸發性涼感,提升運動效能設計,涼爽透氣,單向導溼快乾,,,,,,,,,
355,men,2019-01-27,56,Under Armour Men's HeatGear Armour Compression Leggings,underarmour,52.8,https://www.amazon.com/Under-Armour-HeatGear-Compression-Leggings/dp/B00U8TG354,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,抗紫外線,四面彈,單向導溼快乾,,,,,,,,
356,men,2019-01-27,57,Mens Hot Slimming Pants Sauna Neoprene Body Shapers Capri Weight Loss Workout Yoga Running Leggings Tights,loday,19.89,https://www.amazon.com/Slimming-Neoprene-Shapers-Workout-Leggings/dp/B07L92DJ9T,,,,提升運動效能設計,涼爽透氣,保暖禦寒,,,,,,,,,,
357,men,2019-01-27,58,COOLOMG 2 Pack 3/4 Compression Pants Sports Tights 20+ Colors/Patterns Shorts Capri Pant Men's Boys Basketball Running,coolomg,30.98,https://www.amazon.com/COOLOMG-Compression-Patterns-Basketball-Running/dp/B07C3M6ZYN,all/any Spandex,Polyester Blended,,抗紫外線,蒸發性涼感,單向導溼快乾,涼爽透氣,提升運動效能設計,舒適伸展,,,,,,,
358,men,2019-01-27,59,2XU Men's Core Compression Tights,2xu,89.96,https://www.amazon.com/2XU-Mens-Core-Compression-Tights/dp/B016IUIGBA,all/any Spandex,Polyamide(Nylon) Blended,,抗紫外線,單向導溼快乾,舒適平滑縫合,提升運動效能設計,,,,,,,,,
359,men,2019-01-27,60,NIKE Men's Pro Hypercool 3/4 Camo Grey/Black Tights 932418-037,nike,34.99,https://www.amazon.com/NIKE-Hypercool-Black-Tights-932418-037/dp/B07JYLR54P,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,結構性透氣,人體工學舒適設計,單向導溼快乾,舒適平滑縫合,,,,,,,,
360,men,2019-01-27,61,ARCITON Men's Professional Compression Tight Pants Base Layer Running Leggings,arciton,19.99,https://www.amazon.com/ARCITON-Professional-Compression-Running-Leggings/dp/B01CFGMM8Y,Polyester Blended,all/any Spandex,,提升運動效能設計,,,,,,,,,,,,
361,men,2019-01-27,62,adidas Training Alphaskin Sport Long Tights,adidas,36.17,https://www.amazon.com/adidas-Training-Alphaskin-Sport-Tights/dp/B077ZL66FW,Recycled Polyester / PET,Spandex 11~20%,Polyester Blended,蒸發性涼感,環保訴求,提升運動效能設計,結構性透氣,單向導溼快乾,,,,all/any Spandex,Recycled Polyester & Blended,,,
362,men,2019-01-27,63,Under Armour Men's HeatGear Armour Printed ? Compression Leggings,underarmour,64.44,https://www.amazon.com/Under-Armour-HeatGear-Compression-Leggings/dp/B00U8TG4WG,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,反光功能,抗紫外線,四面彈,單向導溼快乾,舒適伸展,,,,,,
363,men,2019-01-27,64,"VEEWOO Men's Compression Pants Baselayer Cool Dry Sports Tights Leggings for Running,Workout,Training,Gym,Cycling",veewoo,20.49,https://www.amazon.com/VEEWOO-Compression-Baselayer-Leggings-Training/dp/B07DLS2ZVC,Polyester Blended,Spandex 11~20%,all/any Spandex,提升運動效能設計,涼爽透氣,蒸發性涼感,單向導溼快乾,四面彈,,,,,,,,
364,men,2019-01-27,65,Under Armour Men's ColdGear Run Tights,underarmour,75,https://www.amazon.com/Under-Armour-Mens-ColdGear-Tights/dp/B077XPXKJW,Spandex 11~20%,all/any Spandex,Polyester Blended,刷毛布,單向導溼快乾,,,,,,,,,,,
365,men,2019-01-27,66,Xtextile Mens Snow Camouflage Sports Compression Tight Cool Dry Sports Pants Base Layer Running Leggings Yoga Rash Guard,xtextile,11.79,https://www.amazon.com/Xtextile-Camouflage-Compression-Running-Leggings/dp/B07C7H8HHK,all/any Spandex,Spandex <= 10%,Polyester Blended,一體成型,提升運動效能設計,,,,,,,,,,,
366,men,2019-01-27,67,NIKE Men's Pro 3/4 Length Camo Compression Tights,nike,62.1,https://www.amazon.com/NIKE-Mens-Length-Compression-Tights/dp/B07G8RGSFN,,,,提升運動效能設計,舒適平滑縫合,單向導溼快乾,,,,,,,,,,
367,men,2019-01-27,68,TAILONG Quick Dry Compression Leggings Exercise Pants for Men Running Workout Tights Athletic Clothes,tailong,10.99,https://www.amazon.com/TAILONG-Compression-Leggings-Exercise-Athletic/dp/B07D37S7SB,Polyester Blended,Polyamide(Nylon) Blended,,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,舒適平滑縫合,提升運動效能設計,舒適伸展,,,,,,
368,men,2019-01-27,69,CW-X Men's Endurance Pro Muscle Support Compression Tight,cwx,97.5,https://www.amazon.com/CW-X-Endurance-Muscle-Support-Compression/dp/B07FK76DCZ,,,,蒸發性涼感,提升運動效能設計,涼爽透氣,反光功能,單向導溼快乾,,,,,,,,
369,men,2019-01-27,70,Under Armour Men's Coldgear Jacquard Compreshort Sleeveion Leggings,underarmour,66.5,https://www.amazon.com/Under-Armour-Coldgear-Compreshort-Sleeveion/dp/B01M3SVO3E,all/any Spandex,Spandex <= 10%,Polyester Blended,四面彈,刷毛布,單向導溼快乾,結構性透氣,異味控制,舒適平滑縫合,,,,,,,
370,men,2019-01-27,71,ZOOB MILEY Men's Compression Tights Pants Running Leggings,zoobmiley,14.99,https://www.amazon.com/ZOOB-MILEY-Compression-Running-Leggings/dp/B01DZHTT88,,,,提升運動效能設計,涼爽透氣,,,,,,,,,,,
371,men,2019-01-27,72,CW-X Men's 3/4 Capri Stabilyx High Performance Compression Sports Tights,cwx,90.23,https://www.amazon.com/CW-X-Stabilyx-Performance-Compression-Sports/dp/B01LY9GN99,Spandex 11~20%,all/any Spandex,,反光功能,蒸發性涼感,提升運動效能設計,單向導溼快乾,,,,,,,,,
372,men,2019-01-27,73,"X31 Sports Mens Running Tights, Cycling Pants, Cold Weather Leggings with Zipper Pocket",x31sports,29.47,https://www.amazon.com/Running-Cycling-Leggings-X31-Sports/dp/B01B57BYQK,all/any Spandex,Polyester Blended,,反光功能,提升運動效能設計,涼爽透氣,保暖禦寒,,,,,,,,,
373,men,2019-01-27,74,Under Armour Men's,underarmour,43.02,https://www.amazon.com/Under-Armour-1320819-P-Mens/dp/B07GCXGV38,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,提升運動效能設計,異味控制,結構性透氣,人體工學舒適設計,四面彈,單向導溼快乾,,,Spandex <= 10%,,,,
374,men,2019-01-27,75,"Kapow Meggings New Colorful Print Mens Leggings, Fashion and Yoga Tights, Baselayer Pants",kapowmeggings,49.99,https://www.amazon.com/Kapow-Meggings-Colorful-Leggings-Baselayer/dp/B0751PQVDY,all/any Spandex,Polyester Blended,,抗紫外線,舒適伸展,單向導溼快乾,四面彈,,,,,,,,,
375,men,2019-01-27,76,Mission Men's VaporActive Transformer 3/4 Training Tights,mission,28.99,https://www.amazon.com/Mission-VaporActive-Transformer-Training-Tights/dp/B01L3LHYZ8,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,提升運動效能設計,四面彈,單向導溼快乾,舒適平滑縫合,舒適伸展,,,,,,,
376,men,2019-01-27,77,2XU Men's MCS Thermal Compression Tights,2xu,140,https://www.amazon.com/2XU-Mens-Thermal-Compression-Tights/dp/B01HJG981O,all/any Spandex,,,提升運動效能設計,舒適平滑縫合,單向導溼快乾,,,,,,,,,,
377,men,2019-01-27,78,ROAR MMA Sphere Compression Pants Tight Under Legging BJJ No Gi Grappling Spats,roarmma,23.99,https://www.amazon.com/ROAR-MMA-Compression-Legging-Grappling/dp/B071P6TRL2,,,,四面彈,蒸發性涼感,抗菌功能,單向導溼快乾,舒適平滑縫合,提升運動效能設計,,,,,,,
378,men,2019-01-27,79,NATURET Compression Pants Running Tights Mens Leggings Baselayer Womens Cool Dry Sports Rreflect Light Tights,naturetreasures,12.83,https://www.amazon.com/NATURET-Compression-Leggings-Baselayer-Rreflect/dp/B074S2C4CL,all/any Spandex,Spandex 11~20%,Polyester Blended,抗紫外線,涼爽透氣,提升運動效能設計,,,,,,,,,,
379,men,2019-01-27,80,Sanabul New Item Mens 3/4 (Three Quarter Length) Compression Base Layer Workout Jiu Jitsu Spats Tights,sanabul,16.48,https://www.amazon.com/Sanabul-Quarter-Length-Compression-Workout/dp/B078V1J5LY,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,抗紫外線,四面彈,反光功能,提升運動效能設計,,,,,,,,,
380,men,2019-01-27,81,Sanke Mens Athletic Capri Legging Cool Dry Compression Running Tights 3/4Pants,sanke,15.49,https://www.amazon.com/Sanke-Athletic-Legging-Compression-Running/dp/B073NK3M7Q,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,結構性透氣,四面彈,舒適平滑縫合,,,,,,,,
381,men,2019-01-27,82,"ASICS Silver 7"" Sprinter",asics,59.6,https://www.amazon.com/ASICS-2011A016-P-Silver-7-Sprinter/dp/B079THM4DQ,100% Polyester,Rayon Blended,Polyester Blended,溼度管理,反光功能,,,,,,,,,,,
382,men,2019-01-27,83,Lavento Men's Compression Pants Pocket Baselayer Cool Dry Ankle Leggings Active Tights,lavento,18.99,https://www.amazon.com/Lavento-Compression-Pocket-Baselayer-Leggings/dp/B07JB8X21P,all/any Spandex,Spandex 11~20%,Polyester Blended,異味控制,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
383,men,2019-01-27,84,NIKE Pro Hypercool Men's 3/4 Training Tights,nike,53.38,https://www.amazon.com/NIKE-Hypercool-Mens-Training-Tights/dp/B07F1B5WHP,,,,結構性透氣,涼爽透氣,舒適平滑縫合,單向導溼快乾,異味控制,提升運動效能設計,,,,,,,
384,men,2019-01-27,85,"Knee Pads, Vi-Hero Knee Compression Sleeve Support(XL)",vihero,10.99,https://www.amazon.com/Knee-Vi-Hero-Compression-Sleeve-Support/dp/B07CWBLDG7,Cotton Blended,Polyamide(Nylon) Blended,,提升運動效能設計,涼爽透氣,舒適伸展,,,,,,,,,,
385,men,2019-01-27,86,"Amiley Men Sweatpants,Men's Elastic Waist Zipper Bottom Pants Stripes Joggers Sports Sweatpant",amileymensweatpants,12.66,https://www.amazon.com/Amiley-Men-Sweatpants-Elastic-Sweatpant/dp/B07GS93VDR,Cotton Blended,,,防風機能,,,,,,,,,,,,
386,men,2019-01-27,87,Under Armour Men's Baseline Knee Tights,underarmour,33,https://www.amazon.com/Under-Armour-Mens-Baseline-Tights/dp/B077XN4RZ9,all/any Spandex,Spandex <= 10%,Polyamide(Nylon) Blended,刷毛布,單向導溼快乾,,,,,,,Polyester Blended,,,,
387,men,2019-01-27,88,N-platz Mens Boucle Knit Footed Thermal Tights M Black,nplatz,42.9,https://www.amazon.com/N-platz-Boucle-Footed-Thermal-Tights/dp/B07JM85NTL,Acrylic Blended,Cotton Blended,Polyester Blended,保暖禦寒,,,,,,,,all/any Spandex,Polyamide(Nylon) Blended,,,
388,men,2019-01-27,89,Yufengs Under Bed Restraint System Kit Adjustable Bed Straps with Handcuffs Ankle Cuffs,yufengs,10.99,https://www.amazon.com/Yufengs-Restraint-System-Adjustable-Handcuffs/dp/B07G6J89HV,,,,,,,,,,,,,,,,
389,men,2019-01-27,90,Tommie Copper Mens Performance Tights,tommiecopper,42.54,https://www.amazon.com/Tommie-Copper-Mens-Performance-Tights/dp/B0731QHGF6,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,抗菌功能,提升運動效能設計,抗紫外線,單向導溼快乾,,,,,,,,,
390,men,2019-01-27,91,2XU Men's 3/4 Compression Tights,2xu,50.1,https://www.amazon.com/2XU-MA1942b-Mens-Compression-Tights/dp/B00591JIOO,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,涼爽透氣,抗紫外線,,,,,,,,,,
391,men,2019-01-27,92,"PRS Men's Perform+ Compression Tights for Running, Crossfit, HIIT, Yoga, Gym",prscompression,29.99,https://www.amazon.com/PRS-Perform-Compression-Running-Crossfit/dp/B07BHW85RQ,all/any Spandex,Polyamide(Nylon) Blended,Spandex >= 21%,單向導溼快乾,反光功能,舒適平滑縫合,提升運動效能設計,抗菌功能,,,,,,,,
392,men,2019-01-27,93,KELME Men's Compression Baselayer Pants Leggings Cool Dry Tights,kelme,16.99,https://www.amazon.com/KELME-Compression-Baselayer-Leggings-Tights/dp/B07D4LBS33,all/any Spandex,Polyester Blended,,提升運動效能設計,,,,,,,,,,,,
393,men,2019-01-27,94,Brute Lycra Tights,brute,38.45,https://www.amazon.com/Brute-Lycra-Tights/dp/B005QMJ8IW,all/any Spandex,,,,,,,,,,,,,,,
394,men,2019-01-27,95,Mens Running Tights Compression Base Layer Pants Sports Thermal Leggings 3 Pack,sanke,27.49,https://www.amazon.com/Running-Tights-Compression-Thermal-Leggings/dp/B07K4YGJ9C,all/any Spandex,Polyester Blended,,提升運動效能設計,異味控制,一體成型,涼爽透氣,保暖禦寒,單向導溼快乾,舒適平滑縫合,,,,,,
