Product,Brand,Gender,Features,Materials,Price,Listed_Date,Url
Women's UA Breathelux Print Leggings,UNDER ARMOUR,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
","Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",130,2020-01-19,https://www.underarmour.com/en-us/womens-ua-breathelux-print-leggings/pid1351733
Women's HeatGear? Armour Printed Ankle Crop,UNDER ARMOUR,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,異味控制
結構設計,舒適伸展,四面彈
結構設計,人體工學舒適設計
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",50,2020-01-19,https://www.underarmour.com/en-us/ua-hg-armour-printed-ankle-crop/pid1353296
Women's UA RUSH? Vent Leggings,UNDER ARMOUR,women,"機能添加,異味控制
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",75,2020-01-19,https://www.underarmour.com/en-us/ua-rush-vent-leggings/pid1351729
Tailored for Sport Women's Leggings,PUMA,women,,"Spandex,Spandex <= 10%
Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",45,2020-01-19,https://us.puma.com/en/us/pd/tailored-for-sport-womens-leggings/596292.html?dwvar_596292_color=17
Classics Logo T7 Women's Leggings,PUMA,women,,"Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",40,2020-01-19,https://us.puma.com/en/us/pd/classics-logo-t7-womens-leggings/575075.html?dwvar_575075_color=43
Classics Women's Tight Top,PUMA,women,"微氣候的舒適調節,涼爽透氣
","Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",30,2020-01-19,https://us.puma.com/en/us/pd/classics-womens-tight-top/595375.html?dwvar_595375_color=17
Tailored for Sport Women's Leggings,PUMA,women,,"Spandex,Spandex <= 10%
Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",45,2020-01-19,https://us.puma.com/en/us/pd/tailored-for-sport-womens-leggings/596292.html?dwvar_596292_color=51
Tailored for Sport Women's Leggings,PUMA,women,,"Spandex,Spandex <= 10%
Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",45,2020-01-19,https://us.puma.com/en/us/pd/tailored-for-sport-womens-leggings/596292.html?dwvar_596292_color=44
Classics Women's Tight Top,PUMA,women,"微氣候的舒適調節,涼爽透氣
","Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",30,2020-01-19,https://us.puma.com/en/us/pd/classics-womens-tight-top/595375.html?dwvar_595375_color=43
Classics Women's Tight Top,PUMA,women,"微氣候的舒適調節,涼爽透氣
","Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",30,2020-01-19,https://us.puma.com/en/us/pd/classics-womens-tight-top/595375.html?dwvar_595375_color=32
Tailored for Sport Women's Leggings,PUMA,women,,"Spandex,Spandex <= 10%
Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",45,2020-01-19,https://us.puma.com/en/us/pd/tailored-for-sport-womens-leggings/596292.html?dwvar_596292_color=01
Classics Logo Women's Flared Leggings,PUMA,women,,"Spandex,Spandex <= 10%
Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",45,2020-01-19,https://us.puma.com/en/us/pd/classics-logo-womens-flared-leggings/597269.html?dwvar_597269_color=01
Tailored for Sport Women's Leggings,PUMA,women,,"Spandex,Spandex <= 10%
Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",45,2020-01-19,https://us.puma.com/en/us/pd/tailored-for-sport-womens-leggings/596292.html?dwvar_596292_color=32
Elation Camo 7/8 Tight,Athleta,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
機能添加,抗紫外線
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",89,2020-01-19,https://athleta.gap.com/browse/product.do?pid=531310002&cid=1023333&pcid=1006482&vid=1&grid=pds_73_290_1
Stay Fly Reflective 7/8 Tight,Athleta,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
","Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Polyester Blended
",118,2020-01-19,https://athleta.gap.com/browse/product.do?pid=531774002&cid=1023333&pcid=1006482&vid=1&grid=pds_43_290_1
Nike Pro Men's Tights,NIKE,men,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,舒適伸展
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Spandex,Spandex <= 10%
",35,2020-01-19,https://www.nike.com/t/pro-mens-tights-5qtjmK/BV5641-325
Lightning Stash Pocket Tight in SuperSonic,Athleta,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
機能添加,抗紫外線
","Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
",64.99,2020-01-19,https://athleta.gap.com/browse/product.do?pid=488372032&cid=1023333&pcid=1006482&vid=8&grid=pds_44_290_1
Nike Yoga Luxe Women's 7/8 Metallic Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
Chemical fiber,Polyester,100% Polyester
",100,2020-01-19,https://www.nike.com/t/yoga-luxe-womens-7-8-metallic-tights-Q6FgLQ/CJ4203-073
Elation Camo 7/8 Tight,Athleta,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",89,2020-01-19,https://athleta.gap.com/browse/product.do?pid=532568002&cid=1023333&pcid=1006482&vid=8&grid=pds_71_290_1
Nike Yoga Women's 7/8 Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,100% Polyester
Chemical fiber,Polyester,Recycled Polyester & Blended
",65,2020-01-19,https://www.nike.com/t/yoga-womens-7-8-tights-tMMPCV/CJ4215-010
Nike Epic Lux Women's Running Tights,NIKE,women,"微氣候的舒適調節,涼爽透氣
機能添加,反光功能
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",120,2020-01-19,https://www.nike.com/t/epic-lux-womens-running-tights-7cxz91/CJ1913-679
Nike One Women's 7/8 Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",60,2020-01-19,https://www.nike.com/t/one-womens-7-8-tights-r2Fmcz/CJ2450-367
Hurley Pendleton Crater Lake Hybrid Women's Surf Leggings,NIKE,women,"微氣候的舒適調節,防風防雨,防水機能,撥水
機能添加,抗紫外線
","Nature,Wool,Wool Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
",80,2020-01-19,https://www.nike.com/t/hurley-pendleton-crater-lake-hybrid-womens-surf-leggings-3lQnLX/CQ8974-451
Nike Sportswear Club Women's High-Waisted Leggings,NIKE,women,,"Chemical fiber,Polyester,Polyester Blended
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
Spandex,Spandex <= 10%
",40,2020-01-19,https://www.nike.com/t/sportswear-club-womens-high-waisted-leggings-dG8XS8/CJ1984-631
Nike City Ready Women's 7/8 Running Tights,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,100% Polyester
",120,2020-01-19,https://www.nike.com/t/city-ready-womens-7-8-running-tights-mFxwnP/CK1930-627
Lightning Stash Pocket 7/8 Tight in SuperSonic,Athleta,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
機能添加,抗紫外線
","Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
",39.97,2020-01-19,https://athleta.gap.com/browse/product.do?pid=487440042&cid=1023333&pcid=1006482&vid=1&grid=pds_41_290_1
Trekkie Hybrid Crop Tight,Athleta,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
",89,2020-01-19,https://athleta.gap.com/browse/product.do?pid=446615042&cid=1023333&pcid=1006482&vid=1&grid=pds_57_290_1
Lightning Stash Pocket 7/8 Tight in SuperSonic,Athleta,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
機能添加,抗紫外線
","Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
",39.97,2020-01-19,https://athleta.gap.com/browse/product.do?pid=487440032&cid=1023333&pcid=1006482&vid=1&grid=pds_42_290_1
Elation Camo 7/8 Tight,Athleta,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
結構設計,提升運動效能設計
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",89,2020-01-19,https://athleta.gap.com/browse/product.do?pid=563705002&cid=1023333&pcid=1006482&vid=8&grid=pds_72_290_1
How We Do 7/8 Tights,adidas,women,"環保訴求
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",75,2020-01-26,https://www.adidas.com/us/how-we-do-7-8-tights/FQ3712.html
Salutation Stash Pocket II Gravel 7/8 Tight,Athleta,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",98,2020-01-26,https://athleta.gap.com/browse/product.do?pid=532562002&cid=1023333&pcid=1006482&vid=8&grid=pds_84_306_1
Elation Crop In Powervita?,Athleta,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
機能添加,抗紫外線
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",54.99,2020-01-26,https://athleta.gap.com/browse/product.do?pid=446681022&cid=1023333&pcid=1006482&vid=1&grid=pds_87_306_1
Elation Camo 7/8 Tight,Athleta,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
","Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
",89,2020-01-26,https://athleta.gap.com/browse/product.do?pid=563650002&cid=1151470&pcid=1006482&vid=1&grid=pds_15_306_1
Own The Run 3/4 Tights,adidas,women,"微氣候的舒適調節,涼爽透氣
機能添加,反光功能
環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",55,2020-01-26,https://www.adidas.com/us/own-the-run-3-4-tights/FL7804.html
How We Do 7/8 Tights,adidas,women,"環保訴求
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",75,2020-01-26,https://www.adidas.com/us/how-we-do-7-8-tights/FK1587.html
How We Do 7/8 Tights,adidas,women,"環保訴求
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",75,2020-01-26,https://www.adidas.com/us/how-we-do-7-8-tights/FK1586.html
Own the Run Tights,adidas,women,"環保訴求
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",44,2020-01-26,https://www.adidas.com/us/own-the-run-tights/FL7830.html
Own The Run City Clash Tights,adidas,women,"環保訴求
機能添加,反光功能
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
",70,2020-01-26,https://www.adidas.com/us/own-the-run-city-clash-tights/ED9301.html
How We Do 7/8 Tights (Sizes 1X - 4X),adidas,women,"機能添加,反光功能
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",75,2020-01-26,https://www.adidas.com/us/how-we-do-7-8-tights-sizes-1x---4x/FQ3721.html
High-Rise Graphic Tights,adidas,women,,"Spandex,Spandex <= 10%
Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
",40,2020-01-26,https://www.adidas.com/us/high-rise-graphic-tights/FI4757.html
Salutation Stash Pocket II 7/8 Tight in Powervita,Athleta,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
機能添加,抗紫外線
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",98,2020-01-26,https://athleta.gap.com/browse/product.do?pid=531321072&cid=1023333&pcid=1006482&vid=1&grid=pds_86_306_1
Stay Fly Reflective 7/8 Tight,Athleta,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
",118,2020-01-26,https://athleta.gap.com/browse/product.do?pid=531272002&cid=1023333&pcid=1006482&vid=1&grid=pds_48_306_1
Salutation Stash Pocket II Gravel 7/8 Tight,Athleta,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",98,2020-01-26,https://athleta.gap.com/browse/product.do?pid=532562012&cid=1023333&pcid=1006482&vid=8&grid=pds_85_306_1
"Reveal Tight 26"" *Aurora",lululemon,women,"結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",118,2020-01-26,https://shop.lululemon.com/p/womens-leggings/Reveal-Tight-Aurora/_/prod9600590
"Align Pant II 25"" *Lunar New Year",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",98,2020-01-26,https://shop.lululemon.com/p/womens-leggings/Align-Pant-2-LNY/_/prod9750408
"Wunder Under High-Rise Tight 25"" Full-On Luxtreme *Lunar New Year",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Spandex,Spandex >= 21%
",98,2020-01-26,https://shop.lululemon.com/p/womens-leggings/Wunder-Under-HR-78-Full-Lux-LNY/_/prod9750736
"Wunder Under High-Rise Tight 25"" *Lunar New Year",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",98,2020-01-26,https://shop.lululemon.com/p/womens-leggings/Wunder-Under-HR-78-LNY/_/prod9280239
Running Essentials 7/8 Tights,Reebok,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,100% Polyester
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
Eco-friendly Fiber,Recycled Polyester / PET
",50,2020-01-26,https://www.reebok.com/us/running-essentials-7-8-tights/FK6547.html
Workout Ready Mesh Tights,Reebok,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
",50,2020-01-26,https://www.reebok.com/us/workout-ready-mesh-tights/FK6879.html
Workout Ready Mesh Tights,Reebok,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
",50,2020-01-26,https://www.reebok.com/us/workout-ready-mesh-tights/FJ2763.html
Nike Sportswear Club Women's High-Waisted Leggings (Plus Size),NIKE,women,,"Nature,Cotton,Cotton Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",40,2020-01-26,https://www.nike.com/t/sportswear-club-womens-high-waisted-leggings-plus-size-NLJZtf/CT6689-063
Women's HeatGear? Armour Shine Ankle Crop,UNDER ARMOUR,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣
結構設計,舒適伸展,四面彈
微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,人體工學舒適設計
結構設計,舒適伸展,舒適平滑縫合
機能添加,異味控制
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",36.99,2020-01-26,https://www.underarmour.com/en-us/ua-hg-armour-shine-ankle-crop/pcid1348025
Nike Pro Men's Tights,NIKE,men,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
結構設計,舒適伸展
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex <= 10%
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
",35,2020-01-26,https://www.nike.com/t/pro-mens-tights-5qtjmK/BV5641-432
"Wunder Under High-Rise Tight (Ombre Speckle) *Full-On Luon 28""",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",98,2020-02-02,https://shop.lululemon.com/p/women-pants/Wunder-Under-HR-Tight-Speckle-Fluon/_/prod8780577
Design 2 Move 3-Stripes High-Rise Long Tights,adidas,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
",50,2020-02-02,https://www.adidas.com/us/design-2-move-3-stripes-high-rise-long-tights/FL9249.html
Seamless Tights,adidas,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,一體成型
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",60,2020-02-02,https://www.adidas.com/us/seamless-tights/FJ7165.html
Classics Vector Leggings,Reebok,women,"環保訴求
","Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
",45,2020-02-02,https://www.reebok.com/us/classics-vector-leggings/FJ0735.html
Nike Victory Women's Training Tights,NIKE,women,"結構設計,提升運動效能設計
環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,100% Polyester
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
Eco-friendly Fiber,Recycled Polyester / PET
",60,2020-02-02,https://www.nike.com/t/victory-womens-training-tights-KJ6Zph/AQ0284-298
Inclination Moto Tight in Powervita?,Athleta,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",59.99,2020-02-02,https://athleta.gap.com/browse/product.do?pid=490560002&cid=1151470&pcid=1006482&vid=1&grid=pds_19_306_1
Classics Graphic Leggings,Reebok,women,,"Spandex,Spandex <= 10%
Spandex,all/any Spandex
Nature,Cotton,Cotton Blended
",45,2020-02-02,https://www.reebok.com/us/classics-graphic-leggings/FK2634.html
Workout Ready Tights,Reebok,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
",40,2020-02-02,https://www.reebok.com/us/workout-ready-tights/FQ0378.html
Reebok Lux Tights 2.0 - Geo Static,Reebok,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",65,2020-02-02,https://www.reebok.com/us/reebok-lux-tights-2.0---geo-static/FJ2880.html
WOMEN'S MOTIVATION HIGH-RISE CROP,THE NORTH FACE,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,all/any Spandex
Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
",65,2020-02-02,https://www.thenorthface.com/shop/womens-auxiliary-new-arrivals/womens-motivation-high-rise-crop-nf0a3f3v?variationId=DYZ
Elation 7/8 Tight In Powervita?,Athleta,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",44.97,2020-02-02,https://athleta.gap.com/browse/product.do?pid=293142002&cid=1151470&pcid=1006482&vid=1&grid=pds_26_306_1
Biker Suit,adidas,women,,"Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",60,2020-02-02,https://www.adidas.com/us/biker-suit/FM2600.html
Women’s Motivation High Rise Pocket 7/8 Tights,THE NORTH FACE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
結構設計,提升運動效能設計
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",80,2020-02-02,https://www.thenorthface.com/shop/womens-auxiliary-new-arrivals/womens-motivation-high-rise-pocket-7-8-tights-nf0a3x3x?variationId=21L
